time(s),sigal
0.0,7
2.2675736961451248e-05,16
4.5351473922902495e-05,13
6.802721088435374e-05,4
9.070294784580499e-05,-5
0.00011337868480725624,-9
0.00013605442176870748,-1
0.00015873015873015873,9
0.00018140589569160998,13
0.00020408163265306123,7
0.00022675736961451248,-2
0.00024943310657596373,-7
0.00027210884353741496,0
0.00029478458049886624,12
0.00031746031746031746,17
0.0003401360544217687,12
0.00036281179138321996,-1
0.0003854875283446712,-7
0.00040816326530612246,-4
0.0004308390022675737,6
0.00045351473922902497,15
0.0004761904761904762,13
0.0004988662131519275,4
0.0005215419501133786,-5
0.0005442176870748299,-4
0.0005668934240362812,4
0.0005895691609977325,11
0.0006122448979591836,13
0.0006349206349206349,3
0.0006575963718820862,-2
0.0006802721088435374,-6
0.0007029478458049886,0
0.0007256235827664399,12
0.0007482993197278912,17
0.0007709750566893424,9
0.0007936507936507937,0
0.0008163265306122449,-4
0.0008390022675736961,0
0.0008616780045351474,10
0.0008843537414965987,14
0.0009070294784580499,12
0.0009297052154195011,1
0.0009523809523809524,-6
0.0009750566893424037,-2
0.000997732426303855,4
0.0010204081632653062,14
0.0010430839002267573,18
0.0010657596371882086,6
0.0010884353741496598,-4
0.0011111111111111111,-7
0.0011337868480725624,-2
0.0011564625850340137,10
0.001179138321995465,14
0.001201814058956916,9
0.0012244897959183673,-2
0.0012471655328798186,-5
0.0012698412698412698,0
0.0012925170068027211,10
0.0013151927437641724,16
0.0013378684807256237,11
0.0013605442176870747,3
0.001383219954648526,-6
0.0014058956916099773,-6
0.0014285714285714286,5
0.0014512471655328798,14
0.0014739229024943311,14
0.0014965986394557824,5
0.0015192743764172335,-5
0.0015419501133786847,-5
0.001564625850340136,0
0.0015873015873015873,10
0.0016099773242630386,16
0.0016326530612244899,8
0.0016553287981859411,-3
0.0016780045351473922,-3
0.0017006802721088435,1
0.0017233560090702948,14
0.001746031746031746,17
0.0017687074829931973,11
0.0017913832199546486,1
0.0018140589569160999,-5
0.001836734693877551,-2
0.0018594104308390022,9
0.0018820861678004535,15
0.0019047619047619048,11
0.001927437641723356,2
0.0019501133786848073,-6
0.0019727891156462586,-7
0.00199546485260771,0
0.002018140589569161,12
0.0020408163265306124,12
0.0020634920634920637,6
0.0020861678004535146,-4
0.002108843537414966,-8
0.002131519274376417,-2
0.0021541950113378684,10
0.0021768707482993197,12
0.002199546485260771,7
0.0022222222222222222,-2
0.0022448979591836735,-6
0.0022675736961451248,-3
0.002290249433106576,5
0.0023129251700680273,15
0.0023356009070294786,9
0.00235827664399093,0
0.002380952380952381,-10
0.002403628117913832,-4
0.0024263038548752833,3
0.0024489795918367346,12
0.002471655328798186,14
0.002494331065759637,4
0.0025170068027210884,-4
0.0025396825396825397,-7
0.002562358276643991,0
0.0025850340136054422,10
0.0026077097505668935,12
0.002630385487528345,7
0.002653061224489796,-5
0.0026757369614512473,-9
0.0026984126984126986,-4
0.0027210884353741495,6
0.0027437641723356007,13
0.002766439909297052,9
0.0027891156462585033,-1
0.0028117913832199546,-8
0.002834467120181406,-7
0.002857142857142857,3
0.0028798185941043084,12
0.0029024943310657597,11
0.002925170068027211,1
0.0029478458049886623,-4
0.0029705215419501135,-6
0.002993197278911565,3
0.003015873015873016,12
0.003038548752834467,14
0.003061224489795918,6
0.0030839002267573695,-6
0.0031065759637188208,-6
0.003129251700680272,-4
0.0031519274376417233,8
0.0031746031746031746,14
0.003197278911564626,7
0.003219954648526077,-1
0.0032426303854875284,-6
0.0032653061224489797,-2
0.003287981859410431,7
0.0033106575963718823,14
0.0033333333333333335,10
0.0033560090702947844,2
0.0033786848072562357,-6
0.003401360544217687,-6
0.0034240362811791382,2
0.0034467120181405895,10
0.0034693877551020408,13
0.003492063492063492,6
0.0035147392290249433,-5
0.0035374149659863946,-7
0.003560090702947846,0
0.003582766439909297,7
0.0036054421768707485,12
0.0036281179138321997,7
0.003650793650793651,0
0.003673469387755102,-8
0.003696145124716553,-5
0.0037188208616780044,3
0.0037414965986394557,10
0.003764172335600907,9
0.0037868480725623582,-1
0.0038095238095238095,-9
0.003832199546485261,-6
0.003854875283446712,3
0.0038775510204081634,14
0.0039002267573696146,15
0.0039229024943310655,6
0.003945578231292517,-3
0.003968253968253968,-5
0.00399092970521542,2
0.004013605442176871,12
0.004036281179138322,16
0.004058956916099773,9
0.004081632653061225,0
0.004104308390022676,-5
0.004126984126984127,-4
0.004149659863945578,6
0.004172335600907029,14
0.004195011337868481,11
0.004217687074829932,-2
0.004240362811791383,-7
0.004263038548752834,-6
0.004285714285714286,1
0.004308390022675737,11
0.0043310657596371885,11
0.004353741496598639,6
0.004376417233560091,-4
0.004399092970521542,-4
0.004421768707482994,-2
0.0044444444444444444,10
0.004467120181405895,13
0.004489795918367347,6
0.004512471655328798,-2
0.0045351473922902496,-5
0.0045578231292517,0
0.004580498866213152,9
0.004603174603174603,11
0.004625850340136055,6
0.0046485260770975055,-1
0.004671201814058957,-8
0.004693877551020408,-5
0.00471655328798186,3
0.004739229024943311,12
0.004761904761904762,10
0.004784580498866213,1
0.004807256235827664,-6
0.004829931972789116,-6
0.004852607709750567,3
0.004875283446712018,13
0.004897959183673469,14
0.004920634920634921,5
0.004943310657596372,-3
0.004965986394557823,-6
0.004988662131519274,1
0.005011337868480726,9
0.005034013605442177,14
0.0050566893424036285,8
0.005079365079365079,-1
0.00510204081632653,-5
0.005124716553287982,-2
0.005147392290249433,10
0.0051700680272108845,17
0.005192743764172335,12
0.005215419501133787,2
0.005238095238095238,-9
0.00526077097505669,-7
0.00528344671201814,4
0.005306122448979592,14
0.005328798185941043,14
0.005351473922902495,4
0.0053741496598639455,-4
0.005396825396825397,-5
0.005419501133786848,1
0.005442176870748299,11
0.005464852607709751,15
0.0054875283446712015,7
0.005510204081632653,-3
0.005532879818594104,-5
0.005555555555555556,1
0.005578231292517007,10
0.005600907029478458,13
0.005623582766439909,8
0.005646258503401361,-1
0.005668934240362812,-8
0.0056916099773242634,-4
0.005714285714285714,4
0.005736961451247165,12
0.005759637188208617,11
0.005782312925170068,3
0.005804988662131519,-7
0.00582766439909297,-7
0.005850340136054422,0
0.005873015873015873,8
0.0058956916099773245,11
0.005918367346938775,4
0.005941043083900227,-7
0.005963718820861678,-11
0.00598639455782313,0
0.0060090702947845805,9
0.006031746031746032,15
0.006054421768707483,12
0.006077097505668934,0
0.006099773242630386,-5
0.006122448979591836,-1
0.006145124716553288,9
0.006167800453514739,15
0.006190476190476191,12
0.0062131519274376415,1
0.006235827664399093,-8
0.006258503401360544,-9
0.006281179138321996,2
0.006303854875283447,8
0.006326530612244898,9
0.006349206349206349,3
0.0063718820861678,-5
0.006394557823129252,-6
0.006417233560090703,1
0.006439909297052154,10
0.006462585034013605,12
0.006485260770975057,5
0.006507936507936508,-4
0.006530612244897959,-10
0.00655328798185941,-2
0.006575963718820862,7
0.006598639455782313,12
0.0066213151927437645,10
0.006643990929705215,1
0.006666666666666667,-9
0.006689342403628118,-7
0.006712018140589569,3
0.0067346938775510205,13
0.006757369614512471,14
0.006780045351473923,2
0.006802721088435374,-5
0.006825396825396826,-10
0.0068480725623582765,0
0.006870748299319728,9
0.006893424036281179,11
0.006916099773242631,9
0.0069387755102040816,-5
0.006961451247165533,-10
0.006984126984126984,-3
0.007006802721088435,7
0.007029478458049887,14
0.0070521541950113375,9
0.007074829931972789,2
0.00709750566893424,-5
0.007120181405895692,-8
0.007142857142857143,4
0.007165532879818594,11
0.007188208616780045,12
0.007210884353741497,5
0.007233560090702948,-5
0.0072562358276643995,-5
0.00727891156462585,2
0.007301587301587302,10
0.007324263038548753,12
0.007346938775510204,4
0.007369614512471655,-4
0.007392290249433106,-6
0.007414965986394558,-2
0.007437641723356009,8
0.0074603174603174605,10
0.007482993197278911,8
0.007505668934240363,-2
0.007528344671201814,-7
0.007551020408163266,-7
0.0075736961451247165,2
0.007596371882086168,11
0.007619047619047619,8
0.00764172335600907,-2
0.007664399092970522,-7
0.0076870748299319724,-7
0.007709750566893424,1
0.007732426303854875,12
0.007755102040816327,11
0.0077777777777777776,7
0.007800453514739229,-5
0.007823129251700681,-6
0.007845804988662131,-1
0.007868480725623583,8
0.007891156462585034,15
0.007913832199546486,10
0.007936507936507936,0
0.007959183673469388,-11
0.00798185941043084,-7
0.00800453514739229,4
0.008027210884353741,11
0.008049886621315193,6
0.008072562358276645,-2
0.008095238095238095,-10
0.008117913832199546,-10
0.008140589569160998,0
0.00816326530612245,10
0.0081859410430839,10
0.008208616780045351,0
0.008231292517006803,-7
0.008253968253968255,-11
0.008276643990929705,-5
0.008299319727891157,6
0.008321995464852608,8
0.008344671201814058,2
0.00836734693877551,-9
0.008390022675736962,-10
0.008412698412698413,-5
0.008435374149659863,4
0.008458049886621315,11
0.008480725623582767,8
0.008503401360544218,-4
0.008526077097505668,-8
0.00854875283446712,-7
0.008571428571428572,1
0.008594104308390022,11
0.008616780045351474,11
0.008639455782312925,5
0.008662131519274377,-5
0.008684807256235827,-8
0.008707482993197279,0
0.00873015873015873,5
0.008752834467120182,12
0.008775510204081632,4
0.008798185941043084,-5
0.008820861678004535,-8
0.008843537414965987,-6
0.008866213151927437,7
0.008888888888888889,10
0.00891156462585034,6
0.00893424036281179,-1
0.008956916099773242,-9
0.008979591836734694,-7
0.009002267573696146,1
0.009024943310657596,10
0.009047619047619047,10
0.009070294784580499,-2
0.00909297052154195,-9
0.0091156462585034,-10
0.009138321995464853,0
0.009160997732426304,11
0.009183673469387756,12
0.009206349206349206,5
0.009229024943310658,-2
0.00925170068027211,-6
0.00927437641723356,-1
0.009297052154195011,12
0.009319727891156463,16
0.009342403628117914,9
0.009365079365079364,-4
0.009387755102040816,-14
0.009410430839002268,-7
0.00943310657596372,5
0.00945578231292517,12
0.009478458049886621,11
0.009501133786848073,1
0.009523809523809525,-7
0.009546485260770975,-7
0.009569160997732426,1
0.009591836734693878,12
0.009614512471655328,13
0.00963718820861678,4
0.009659863945578231,-5
0.009682539682539683,-5
0.009705215419501133,1
0.009727891156462585,8
0.009750566893424037,14
0.009773242630385488,10
0.009795918367346938,-2
0.00981859410430839,-8
0.009841269841269842,-3
0.009863945578231292,7
0.009886621315192743,16
0.009909297052154195,11
0.009931972789115647,0
0.009954648526077097,-7
0.009977324263038548,-7
0.01,5
0.010022675736961452,13
0.010045351473922902,13
0.010068027210884354,3
0.010090702947845805,-7
0.010113378684807257,-9
0.010136054421768707,0
0.010158730158730159,12
0.01018140589569161,14
0.01020408163265306,2
0.010226757369614512,-8
0.010249433106575964,-9
0.010272108843537416,-4
0.010294784580498866,3
0.010317460317460317,12
