time(s),sigal
0.0,2
2.2675736961451248e-05,-9
4.5351473922902495e-05,0
6.802721088435374e-05,8
9.070294784580499e-05,-8
0.00011337868480725624,-10
0.00013605442176870748,8
0.00015873015873015873,4
0.00018140589569160998,-12
0.00020408163265306123,-2
0.00022675736961451248,10
0.00024943310657596373,-5
0.00027210884353741496,-12
0.00029478458049886624,6
0.00031746031746031746,3
0.0003401360544217687,-14
0.00036281179138321996,-3
0.0003854875283446712,8
0.00040816326530612246,-9
0.0004308390022675737,-14
0.00045351473922902497,5
0.0004761904761904762,4
0.0004988662131519275,-15
0.0005215419501133786,-2
0.0005442176870748299,13
0.0005668934240362812,-2
0.0005895691609977325,-13
0.0006122448979591836,6
0.0006349206349206349,6
0.0006575963718820862,-15
0.0006802721088435374,-7
0.0007029478458049886,11
0.0007256235827664399,-2
0.0007482993197278912,-14
0.0007709750566893424,5
0.0007936507936507937,6
0.0008163265306122449,-12
0.0008390022675736961,-7
0.0008616780045351474,11
0.0008843537414965987,-1
0.0009070294784580499,-11
0.0009297052154195011,8
0.0009523809523809524,9
0.0009750566893424037,-12
0.000997732426303855,-7
0.0010204081632653062,10
0.0010430839002267573,-2
0.0010657596371882086,-16
0.0010884353741496598,3
0.0011111111111111111,11
0.0011337868480725624,-8
0.0011564625850340137,-6
0.001179138321995465,12
0.001201814058956916,1
0.0012244897959183673,-16
0.0012471655328798186,3
0.0012698412698412698,14
0.0012925170068027211,-7
0.0013151927437641724,-7
0.0013378684807256237,12
0.0013605442176870747,3
0.001383219954648526,-12
0.0014058956916099773,3
0.0014285714285714286,13
0.0014512471655328798,-6
0.0014739229024943311,-5
0.0014965986394557824,14
0.0015192743764172335,5
0.0015419501133786847,-9
0.001564625850340136,4
0.0015873015873015873,13
0.0016099773242630386,-7
0.0016326530612244899,-7
0.0016553287981859411,16
0.0016780045351473922,6
0.0017006802721088435,-14
0.0017233560090702948,0
0.001746031746031746,15
0.0017687074829931973,-2
0.0017913832199546486,-8
0.0018140589569160999,11
0.001836734693877551,8
0.0018594104308390022,-9
0.0018820861678004535,0
0.0019047619047619048,11
0.001927437641723356,-5
0.0019501133786848073,-7
0.0019727891156462586,12
0.00199546485260771,7
0.002018140589569161,-9
0.0020408163265306124,2
0.0020634920634920637,15
0.0020861678004535146,-2
0.002108843537414966,-10
0.002131519274376417,7
0.0021541950113378684,9
0.0021768707482993197,-12
0.002199546485260771,0
0.0022222222222222222,17
0.0022448979591836735,0
0.0022675736961451248,-11
0.002290249433106576,7
0.0023129251700680273,11
0.0023356009070294786,-9
0.00235827664399093,-4
0.002380952380952381,13
0.002403628117913832,-1
0.0024263038548752833,-13
0.0024489795918367346,6
0.002471655328798186,8
0.002494331065759637,-9
0.0025170068027210884,-6
0.0025396825396825397,13
0.002562358276643991,-1
0.0025850340136054422,-11
0.0026077097505668935,9
0.002630385487528345,12
0.002653061224489796,-7
0.0026757369614512473,-2
0.0026984126984126986,15
0.0027210884353741495,6
0.0027437641723356007,-12
0.002766439909297052,5
0.0027891156462585033,13
0.0028117913832199546,-9
0.002834467120181406,-6
0.002857142857142857,10
0.0028798185941043084,2
0.0029024943310657597,-10
0.002925170068027211,4
0.0029478458049886623,10
0.0029705215419501135,-5
0.002993197278911565,-5
0.003015873015873016,16
0.003038548752834467,6
0.003061224489795918,-10
0.0030839002267573695,0
0.0031065759637188208,15
0.003129251700680272,-3
0.0031519274376417233,-9
0.0031746031746031746,14
0.003197278911564626,5
0.003219954648526077,-12
0.0032426303854875284,-2
0.0032653061224489797,15
0.003287981859410431,-4
0.0033106575963718823,-9
0.0033333333333333335,10
0.0033560090702947844,6
0.0033786848072562357,-11
0.003401360544217687,0
0.0034240362811791382,16
0.0034467120181405895,-2
0.0034693877551020408,-8
0.003492063492063492,10
0.0035147392290249433,7
0.0035374149659863946,-11
0.003560090702947846,-4
0.003582766439909297,8
0.0036054421768707485,-3
0.0036281179138321997,-11
0.003650793650793651,8
0.003673469387755102,8
0.003696145124716553,-12
0.0037188208616780044,-3
0.0037414965986394557,12
0.003764172335600907,-2
0.0037868480725623582,-8
0.0038095238095238095,6
0.003832199546485261,11
0.003854875283446712,-5
0.0038775510204081634,-2
0.0039002267573696146,12
0.0039229024943310655,-1
0.003945578231292517,-10
0.003968253968253968,5
0.00399092970521542,6
0.004013605442176871,-14
0.004036281179138322,-5
0.004058956916099773,10
0.004081632653061225,1
0.004104308390022676,-8
0.004126984126984127,4
0.004149659863945578,11
0.004172335600907029,-4
0.004195011337868481,-4
0.004217687074829932,11
0.004240362811791383,3
0.004263038548752834,-9
0.004285714285714286,4
0.004308390022675737,11
0.0043310657596371885,-8
0.004353741496598639,-7
0.004376417233560091,9
0.004399092970521542,1
0.004421768707482994,-10
0.0044444444444444444,6
0.004467120181405895,10
0.004489795918367347,-8
0.004512471655328798,-7
0.0045351473922902496,10
0.0045578231292517,4
0.004580498866213152,-10
0.004603174603174603,3
0.004625850340136055,12
0.0046485260770975055,-1
0.004671201814058957,-8
0.004693877551020408,9
0.00471655328798186,5
0.004739229024943311,-12
0.004761904761904762,-1
0.004784580498866213,7
0.004807256235827664,-1
0.004829931972789116,-5
0.004852607709750567,5
0.004875283446712018,4
0.004897959183673469,-8
0.004920634920634921,-2
0.004943310657596372,11
0.004965986394557823,0
0.004988662131519274,-8
0.005011337868480726,8
0.005034013605442177,11
0.0050566893424036285,-9
0.005079365079365079,-3
0.00510204081632653,11
0.005124716553287982,0
0.005147392290249433,-9
0.0051700680272108845,5
0.005192743764172335,9
0.005215419501133787,-9
0.005238095238095238,-6
0.00526077097505669,9
0.00528344671201814,-2
0.005306122448979592,-12
0.005328798185941043,4
0.005351473922902495,8
0.0053741496598639455,-5
0.005396825396825397,-3
0.005419501133786848,11
0.005442176870748299,4
0.005464852607709751,-9
0.0054875283446712015,1
0.005510204081632653,9
0.005532879818594104,-5
0.005555555555555556,-4
0.005578231292517007,11
0.005600907029478458,2
0.005623582766439909,-9
0.005646258503401361,2
0.005668934240362812,10
0.0056916099773242634,-5
0.005714285714285714,-8
0.005736961451247165,9
0.005759637188208617,5
0.005782312925170068,-4
0.005804988662131519,3
0.00582766439909297,10
0.005850340136054422,-2
0.005873015873015873,-5
0.0058956916099773245,9
0.005918367346938775,6
0.005941043083900227,-5
0.005963718820861678,3
0.00598639455782313,12
0.0060090702947845805,-4
0.006031746031746032,-7
0.006054421768707483,9
0.006077097505668934,7
0.006099773242630386,-8
0.006122448979591836,3
0.006145124716553288,15
0.006167800453514739,0
0.006190476190476191,-5
0.0062131519274376415,7
0.006235827664399093,9
0.006258503401360544,-6
0.006281179138321996,-2
0.006303854875283447,10
0.006326530612244898,2
0.006349206349206349,-9
0.0063718820861678,6
0.006394557823129252,9
0.006417233560090703,-7
0.006439909297052154,-4
0.006462585034013605,10
0.006485260770975057,1
0.006507936507936508,-11
0.006530612244897959,3
0.00655328798185941,8
0.006575963718820862,-6
0.006598639455782313,-3
0.0066213151927437645,14
0.006643990929705215,4
0.006666666666666667,-11
0.006689342403628118,3
0.006712018140589569,9
0.0067346938775510205,-8
0.006757369614512471,-7
0.006780045351473923,8
0.006802721088435374,2
0.006825396825396826,-8
0.0068480725623582765,3
0.006870748299319728,10
0.006893424036281179,-5
0.006916099773242631,-6
0.0069387755102040816,7
0.006961451247165533,-1
0.006984126984126984,-8
0.007006802721088435,1
0.007029478458049887,8
0.0070521541950113375,-7
0.007074829931972789,-11
0.00709750566893424,9
0.007120181405895692,0
0.007142857142857143,-13
0.007165532879818594,-2
0.007188208616780045,7
0.007210884353741497,-9
0.007233560090702948,-13
0.0072562358276643995,7
0.00727891156462585,4
0.007301587301587302,-13
0.007324263038548753,-5
0.007346938775510204,8
0.007369614512471655,-8
0.007392290249433106,-13
0.007414965986394558,5
0.007437641723356009,4
